Car Brand,Mileage (km),Year of Make,Price (USD)
Audi,132035,2008,39572
Audi,141765,2014,43891
Lexus,36623,2010,40544
Audi,75436,2005,13854
Audi,138636,2023,23439
Audi,109735,2009,44940
Lexus,63246,2014,48705
Audi,49596,2009,41010
Audi,117295,2011,25356
Audi,140147,2013,32213
Audi,85085,2021,34318
Audi,54817,2020,33225
Audi,56992,2009,29848
Audi,20801,2015,22663
Lexus,35093,2020,27259
Audi,22684,2008,45716
Audi,18988,2023,27404
Lexus,47878,2021,49169
Lexus,84001,2008,35756
Lexus,30980,2012,17185
Audi,90031,2005,18754
Audi,111641,2012,28009
Lexus,46504,2007,11734
Lexus,96352,2011,41101
Audi,50519,2016,41951
Lexus,42372,2017,29149
Audi,21105,2019,29163
Lexus,45850,2010,37260
Audi,113928,2009,31694
Audi,8952,2017,34446
Audi,94191,2005,32875
Lexus,62961,2019,37279
Lexus,41719,2009,28552
Lexus,44487,2014,27531
Lexus,132282,2010,16571
Lexus,145127,2010,38703
Lexus,106142,2005,23481
Lexus,57422,2023,34352
Audi,60991,2018,35560
Audi,53971,2018,42484
Audi,12054,2020,11783
Audi,110814,2012,35677
Audi,26213,2023,25183
Audi,75725,2021,24535
Audi,59142,2006,15986
Lexus,46463,2009,23947
Lexus,109639,2021,36872
Lexus,81596,2012,39445
Audi,60726,2022,12983
Audi,112007,2023,36826
Lexus,31876,2022,37263
Audi,47351,2015,43173
Lexus,143823,2010,15684
Lexus,50883,2005,27344
Lexus,33508,2005,11690
Lexus,53777,2010,18733
Lexus,135052,2022,31405
Lexus,57510,2012,18576
Lexus,36050,2018,37410
Audi,14190,2010,34734
Audi,29961,2010,40491
Lexus,61858,2013,47640
Audi,22680,2018,19375
Lexus,35049,2016,20639
Lexus,56488,2016,19928
Lexus,35671,2007,47332
Lexus,79242,2019,21248
Audi,93837,2005,26867
Audi,85503,2013,30019
Audi,111207,2014,37571
Audi,44217,2007,13628
Lexus,65418,2010,45640
Lexus,70916,2011,31965
Audi,40578,2015,27341
Audi,145792,2017,44001
Audi,105080,2018,17386
Audi,125376,2012,49130
Audi,143346,2009,30599
Lexus,9024,2007,44895
Audi,75007,2006,33499
Audi,102729,2020,26458
Audi,124031,2013,13384
Audi,94942,2016,34572
Lexus,77868,2014,44475
Audi,82812,2005,29649
Audi,60425,2017,49684
Audi,13115,2010,27723
Audi,95594,2012,36474
Audi,112359,2018,33744
Audi,77686,2005,17078
Lexus,15982,2021,16399
Audi,10922,2021,33165
Lexus,11113,2013,26168
Audi,56002,2012,24954
Lexus,74282,2010,42107
Lexus,12576,2011,22710
Lexus,147115,2022,35267
Audi,15287,2008,10607
Lexus,139426,2012,17728
Audi,84879,2020,34446
Audi,114156,2017,43973
Lexus,91265,2021,13727
Audi,127873,2010,25590
Audi,92162,2015,16523
Audi,42498,2012,34804
Lexus,20596,2009,27576
Audi,17916,2011,32106
Lexus,14528,2006,22788
Lexus,63891,2009,37423
Audi,33951,2018,28541
Audi,89599,2005,43353
Lexus,31990,2009,36901
Audi,37437,2010,16532
Lexus,19595,2015,31548
Audi,95059,2007,38669
Lexus,99205,2009,31412
Lexus,120699,2014,38608
Audi,67152,2011,32398
Audi,9383,2018,27557
Lexus,14711,2019,35353
Lexus,96857,2013,39430
Lexus,49155,2010,45596
Audi,148700,2012,12006
Audi,115156,2022,27094
Audi,80668,2021,12743
Audi,50780,2017,29162
Audi,69406,2012,35116
Audi,120200,2017,49080
Audi,77158,2009,33753
Lexus,54983,2016,38794
Lexus,12688,2017,27436
Lexus,116416,2012,16960
Audi,7017,2006,38167
Lexus,113317,2022,22807
Lexus,104760,2016,19501
Lexus,26779,2011,23593
Audi,56664,2021,22562
Lexus,138857,2019,14386
Audi,92390,2013,22548
Audi,27995,2023,49147
Lexus,53692,2009,49068
Lexus,96781,2018,45411
Audi,17433,2020,32596
Lexus,10952,2016,36801
Audi,8214,2009,47572
Audi,71006,2018,40092
Lexus,101429,2008,42254
Audi,12308,2006,13310
Audi,15879,2019,48884
Lexus,43915,2009,43823
Audi,53537,2010,30030
Audi,146006,2012,22326
Lexus,98527,2018,29557
Audi,148113,2022,32274
Audi,29470,2009,32026
Lexus,37744,2005,41081
Lexus,49147,2014,28086
Audi,48592,2022,42120
Lexus,139021,2013,25687
Lexus,140849,2021,38875
Audi,111979,2010,21837
Audi,110757,2019,24848
Audi,65076,2008,11804
Lexus,103061,2019,44451
Lexus,46212,2020,31364
Audi,131624,2010,19448
Lexus,47747,2012,45729
Audi,40334,2007,23644
Audi,70546,2021,38598
Lexus,86715,2017,10226
Audi,148779,2021,32583
Audi,118278,2011,10455
Audi,54333,2009,42959
Lexus,67617,2019,43297
Lexus,87703,2009,20988
Audi,118514,2023,47140
Lexus,145547,2006,20847
Lexus,15125,2014,22965
Lexus,48116,2020,29784
Audi,48650,2019,24780
Lexus,29485,2008,31380
Lexus,12019,2015,42064
Lexus,58561,2013,18158
Lexus,24731,2021,34470
Audi,24194,2017,13734
Audi,40421,2015,45324
Audi,15662,2019,16346
Audi,143981,2006,20356
Lexus,25675,2016,23568
Audi,130489,2016,40352
Audi,90860,2016,13743
Audi,63098,2014,40179
Audi,146085,2010,24936
Audi,118337,2005,13278
Lexus,130666,2013,16833
Audi,111133,2016,32417
Audi,57508,2008,22646
Lexus,89665,2006,44607
Audi,136744,2014,34175
Audi,69912,2021,24616
Lexus,30270,2023,14622
Lexus,88735,2012,11394
Audi,53049,2006,36682
Lexus,60611,2021,23218
Lexus,74554,2022,20583
Lexus,137462,2009,27949
Lexus,26194,2010,31245
Audi,119586,2023,42442
Lexus,43192,2021,48696
Lexus,54329,2020,43242
Audi,149122,2012,39272
Lexus,145931,2015,30934
Audi,47406,2010,11532
Lexus,110748,2020,25360
Lexus,140098,2012,22396
Audi,135567,2010,23304
Audi,9595,2011,33349
Audi,65327,2019,33725
Lexus,108915,2005,34244
Lexus,91741,2021,16651
Lexus,58785,2020,36269
Audi,92956,2009,33187
Audi,43013,2007,27910
Audi,67634,2020,49954
Audi,92552,2012,34024
Audi,78312,2017,43584
Audi,52679,2015,18241
Lexus,56792,2008,17718
Lexus,53708,2013,15103
Audi,73341,2015,25024
Lexus,128580,2023,37948
Lexus,75295,2012,29124
Audi,45396,2023,30648
Audi,141261,2017,36217
Lexus,126999,2011,27565
Lexus,74082,2007,40182
Audi,110136,2017,23425
Lexus,56061,2008,47303
Audi,135514,2021,49217
Lexus,11825,2019,47658
Audi,141487,2013,32341
Lexus,72531,2015,21384
Audi,26816,2015,44095
Audi,60320,2015,28622
Lexus,42759,2019,48986
Audi,27678,2016,17049
Audi,70175,2022,30302
Lexus,15207,2014,19524
Lexus,16025,2006,45165
Audi,128180,2014,27651
Lexus,89550,2011,28780
Audi,47083,2006,46002
Audi,59264,2023,43468
Audi,90827,2012,10680
Audi,110347,2009,26142
Audi,122213,2006,23675
Audi,105412,2012,40776
Lexus,125110,2010,46265
Lexus,61871,2005,26477
Lexus,68432,2007,33534
Lexus,137510,2009,38759
Audi,14310,2016,18275
Audi,27357,2015,21096
Audi,44809,2020,44747
Audi,131023,2021,24994
Lexus,52759,2012,38006
Audi,10335,2006,40870
Audi,98514,2012,39728
Audi,30930,2011,34456
Audi,132196,2019,27599
Audi,138259,2013,12062
Lexus,117468,2017,47385
Audi,9479,2009,19862
Audi,41794,2014,42794
Audi,149517,2011,11629
Lexus,145419,2020,16356
Lexus,6183,2005,47854
Audi,13393,2017,45932
Audi,104176,2009,14974
Audi,77177,2012,30160
Lexus,135507,2014,36465
Audi,102156,2023,24243
Lexus,124005,2007,42596
Audi,54830,2006,48242
Lexus,54270,2010,31741
Audi,129884,2005,15707
Lexus,52698,2021,49574
Lexus,135058,2023,48257
Audi,111572,2009,30108
Audi,102093,2021,19774
Audi,78539,2022,14167
Lexus,63688,2015,19401
Audi,26155,2008,10859
Lexus,130281,2018,22439
Audi,91631,2017,33720
Audi,116102,2017,34977
Audi,27125,2007,22091
Audi,148934,2022,33311
Audi,42709,2006,43066
Audi,97662,2017,23191
Audi,98141,2017,39736
Audi,77299,2019,48143
Audi,12418,2013,14523
Lexus,56600,2017,16720
Audi,67304,2018,43698
Lexus,76309,2012,16420
Audi,15038,2012,14677
Lexus,30195,2012,42837
Audi,142375,2014,29856
Audi,93249,2015,28134
Audi,70507,2008,35222
Audi,124128,2013,11414
Lexus,73770,2011,11439
Audi,18486,2021,21319
Lexus,54426,2018,20096
Audi,22449,2023,48191
Lexus,130919,2006,44737
Audi,131745,2012,38849
Lexus,74365,2010,18352
Lexus,123916,2011,40436
Lexus,132758,2016,37751
Lexus,49693,2017,36625
Audi,30991,2011,37729
Audi,51974,2022,26424
Audi,12491,2017,40183
Lexus,133151,2021,36635
Audi,7414,2020,26305
Audi,48547,2006,36368
Lexus,110419,2018,46187
Lexus,59014,2009,33757
Lexus,147375,2017,39773
Audi,98473,2012,27990
Audi,94380,2011,42618
Lexus,54771,2019,16979
Audi,22494,2013,40901
Lexus,15521,2008,36981
Audi,124446,2022,31191
Lexus,140543,2009,43303
Lexus,24803,2017,28955
Lexus,95945,2020,18943
Audi,146517,2005,30268
Lexus,15598,2015,41086
Lexus,57833,2006,37729
Lexus,98507,2019,18663
Lexus,45537,2010,17710
Lexus,80851,2023,41738
Lexus,30083,2020,13660
Lexus,103402,2005,30148
Audi,57562,2010,48682
Lexus,133607,2008,36957
Lexus,77631,2019,47181
Lexus,68535,2011,49875
Lexus,74207,2023,26946
Audi,50852,2019,33784
Audi,107740,2023,23899
Audi,61080,2012,49703
Lexus,83175,2010,31701
Lexus,109543,2011,21004
Audi,92283,2006,15934
Audi,26562,2014,25728
Lexus,82282,2014,16208
Lexus,59905,2012,41166
Lexus,61917,2013,43167
Audi,29337,2013,31775
Audi,112249,2011,32376
Audi,98730,2019,18292
Audi,7745,2006,23486
Audi,40080,2021,12099
Lexus,28023,2021,20202
Audi,15986,2007,29658
Lexus,17769,2007,43860
Audi,13633,2009,29078
Audi,119223,2016,34249
Audi,84822,2020,14235
Audi,144349,2017,27677
Audi,141032,2005,32609
Audi,45260,2018,37625
Audi,141891,2013,34206
Lexus,43582,2022,10408
Audi,35649,2016,15356
Lexus,54508,2009,44161
Audi,126792,2011,37398
Audi,117439,2010,27160
Audi,131220,2022,27635
Audi,32353,2023,47400
Audi,35322,2020,48378
Audi,49207,2010,19736
Audi,55288,2018,26545
Lexus,144302,2022,25416
Audi,95644,2017,37894
Lexus,74085,2007,20191
Audi,95047,2009,31095
Lexus,64528,2015,17412
Lexus,12468,2008,25914
Audi,58557,2009,33379
Audi,117068,2006,25910
Audi,104829,2020,19172
Audi,113191,2016,38985
Audi,43341,2005,11189
Lexus,81106,2011,43250
Audi,137844,2016,18341
Audi,51686,2007,15649
Audi,49272,2018,11044
Lexus,142317,2017,16001
Lexus,94895,2021,37370
Lexus,67118,2007,47853
Audi,66096,2017,34034
Audi,29265,2010,28576
Audi,80304,2010,45488
Audi,73348,2011,22249
Lexus,69916,2019,34251
Audi,77456,2012,12769
Audi,30403,2008,21176
Audi,24734,2013,15523
Audi,138981,2009,41861
Audi,27220,2019,34621
Audi,71908,2009,44619
Audi,17657,2023,16209
Lexus,100034,2016,36117
Audi,37755,2015,41248
Audi,128045,2015,48268
Lexus,148947,2012,41937
Lexus,89063,2013,40682
Audi,73263,2017,32722
Lexus,56292,2016,42056
Lexus,99714,2017,45892
Audi,57008,2007,20142
Lexus,76214,2016,41618
Audi,107617,2023,34522
Lexus,113603,2010,13178
Lexus,109946,2015,48699
Lexus,147697,2009,34263
Lexus,81484,2015,48144
Lexus,94146,2018,29349
Lexus,144781,2014,35094
Lexus,5260,2014,33314
Lexus,108397,2018,47701
Audi,23080,2008,15991
Audi,46509,2005,32328
Audi,49821,2022,40958
Audi,14059,2012,40142
Audi,125546,2006,20771
Audi,148085,2006,34166
Lexus,79332,2010,25491
Lexus,65392,2019,30218
Lexus,109974,2023,48058
Lexus,83228,2021,31493
Audi,136762,2010,15506
Audi,146787,2016,34504
Audi,126403,2008,25717
Audi,96172,2012,28280
Audi,149934,2021,25715
Lexus,109486,2016,23776
Audi,42618,2011,41976
Audi,88882,2018,31468
Lexus,94068,2009,29522
Lexus,19294,2005,48963
Audi,94730,2020,25127
Audi,119747,2020,12756
Lexus,15956,2007,46781
Lexus,92587,2014,34802
Audi,56514,2006,36419
Lexus,66116,2005,42519
Audi,64241,2023,21554
Lexus,117276,2021,15828
Audi,36402,2013,40804
Lexus,11716,2011,36957
Audi,16584,2007,39169
Lexus,139282,2019,30834
Audi,85304,2005,20703
Audi,84286,2020,15184
Audi,129218,2012,39588
Lexus,101856,2008,11802
Lexus,122455,2016,11757
Lexus,123855,2005,43319
Lexus,8672,2020,28824
Lexus,55903,2009,36083
Lexus,52480,2010,43889
Audi,55081,2020,31316
Audi,93099,2009,26787
Lexus,140967,2005,37572
Lexus,10188,2021,43783
Lexus,90077,2020,18308
Audi,115573,2017,19854
Audi,110686,2005,42246
Audi,39854,2023,27427
Lexus,61690,2009,39229
Lexus,35893,2018,35850
Lexus,84241,2008,39251
Lexus,19196,2009,11418
Audi,141831,2011,42376
Audi,26531,2020,16709
Lexus,79106,2018,18913
Lexus,56002,2014,21175
Lexus,144925,2011,20323
Audi,36399,2008,37074
Lexus,96986,2005,10724
Audi,60997,2015,36727
Audi,9886,2019,26485
Audi,135036,2009,27630
Lexus,8790,2017,30758
Lexus,130341,2022,46305
Audi,110158,2016,33178
Audi,35719,2017,21486
Lexus,117890,2018,24617
Lexus,74180,2018,42920
Lexus,91028,2005,49729
Lexus,122787,2015,22927
Audi,139067,2008,40535
Lexus,145011,2008,27484
Lexus,62044,2006,14037
Lexus,41466,2005,46231
Audi,111934,2020,46887
Lexus,141599,2023,31657
Audi,38310,2009,19342
Audi,144127,2007,32104
Lexus,103825,2013,20394
Lexus,21277,2014,37567
Lexus,126382,2019,30005
Lexus,8593,2008,22389
Audi,94454,2015,22154
Audi,109626,2023,15389
Audi,48486,2005,38237
Audi,14851,2019,43642
Audi,58548,2008,16874
Lexus,15741,2008,16214
Lexus,51286,2012,15208
Audi,68574,2008,49911
Audi,66745,2010,48617
Audi,35800,2016,15473
Lexus,29207,2022,29799
Lexus,36769,2017,22785
Audi,99812,2012,48893
Lexus,37675,2019,21501
Lexus,49243,2010,44922
Lexus,63039,2020,44539
Audi,53504,2019,17598
Lexus,7562,2017,42620
Lexus,97881,2014,32164
Lexus,100090,2022,37810
Lexus,13356,2009,35782
Audi,46900,2022,22797
Audi,106059,2016,39121
Audi,29745,2020,43601
Lexus,34064,2005,27850
Audi,142219,2009,33895
Lexus,143673,2014,23221
Lexus,100168,2007,23658
Audi,86180,2022,28351
Lexus,53454,2016,47136
Audi,126837,2023,20456
Lexus,46403,2011,20082
Audi,39201,2005,16691
Lexus,74888,2012,21553
Audi,107294,2009,35680
Audi,71474,2012,44264
Lexus,42514,2021,40590
Lexus,98629,2014,36915
Audi,6695,2022,46434
Audi,61951,2007,18800
Lexus,68870,2016,44334
Lexus,101320,2023,26821
Audi,109091,2013,21190
Lexus,24064,2022,23031
Lexus,5534,2011,26069
Audi,102107,2020,47341
Audi,105785,2007,20782
Lexus,145574,2008,25725
Lexus,107525,2012,45216
Audi,93496,2011,17869
Lexus,144523,2022,32506
Audi,14857,2022,34644
Lexus,11667,2018,25069
Lexus,135477,2022,12175
Lexus,50506,2017,30056
Lexus,37161,2008,27444
Lexus,21954,2005,34636
Lexus,86706,2012,25845
Audi,38827,2019,28665
Audi,102374,2012,12409
Audi,56524,2022,30119
Lexus,33159,2007,35088
Audi,61041,2008,41554
Lexus,124188,2011,24483
Audi,92964,2017,18861
Lexus,29313,2010,11470
Lexus,125450,2018,15897
Lexus,77143,2013,14301
Audi,69187,2021,25060
Lexus,90580,2006,44341
Audi,99174,2008,29801
Lexus,51071,2016,22684
Audi,7784,2016,25767
Lexus,130787,2023,10819
Lexus,26536,2019,11722
Audi,87903,2016,44395
Lexus,104786,2017,18844
Lexus,32126,2017,19827
Lexus,73328,2005,17433
Audi,39304,2023,17849
Audi,10135,2010,29517
Audi,111789,2006,12621
Audi,132715,2011,25113
Lexus,31831,2010,29488
Lexus,134887,2009,12745
Audi,45039,2011,45427
Lexus,88407,2019,33005
Audi,144605,2007,38634
Lexus,104519,2009,14088
Lexus,41158,2017,28026
Audi,139952,2017,28427
Lexus,41402,2020,33947
Lexus,7867,2014,46084
Lexus,26206,2012,36343
Lexus,98316,2006,44844
Lexus,81740,2007,19113
Lexus,25318,2009,12571
Lexus,137388,2016,37574
Audi,86989,2011,11117
Lexus,42932,2013,24461
Audi,10793,2022,47596
Audi,149058,2023,29550
Audi,71465,2023,26556
Audi,79802,2023,49304
Audi,82879,2009,16162
Audi,29429,2014,31381
Audi,63683,2017,29220
Lexus,92886,2016,29917
Audi,13165,2023,48241
Lexus,16068,2013,15520
Lexus,10710,2009,30776
Lexus,121420,2020,40025
Lexus,117370,2014,48208
Audi,39595,2014,29504
Lexus,24422,2017,13774
Audi,80209,2015,23693
Lexus,114052,2014,15179
Audi,49588,2016,33338
Audi,105982,2022,39532
Audi,148319,2022,44253
Audi,76472,2009,12730
Lexus,85625,2023,27566
Audi,40513,2020,26506
Audi,63452,2014,30788
Audi,50159,2015,45771
Lexus,7274,2016,25418
Audi,135427,2012,21395
Lexus,106935,2009,45498
Lexus,11636,2017,29217
Lexus,43087,2010,12517
Audi,31007,2015,21873
Lexus,119403,2011,10831
Lexus,60009,2023,44208
Audi,133363,2010,15280
Audi,129457,2007,23165
Audi,139202,2010,21354
Audi,41138,2018,47697
Audi,44908,2020,49589
Audi,35223,2013,48468
Lexus,138330,2008,49363
Audi,26150,2019,23954
Lexus,103371,2017,29484
Lexus,101115,2011,12607
Lexus,134709,2017,40533
Audi,134558,2016,19847
Lexus,8444,2012,17458
Lexus,95098,2017,40729
Audi,25613,2017,37138
Audi,76535,2023,10378
Audi,137343,2007,26342
Lexus,10349,2022,17140
Lexus,64774,2014,44090
Lexus,55768,2006,41035
Audi,146309,2009,26267
Audi,16456,2006,41457
Audi,81511,2013,25029
Audi,12407,2023,32935
Audi,100918,2017,41282
Lexus,105401,2019,29699
Audi,132587,2014,45704
Audi,109697,2009,26631
Lexus,85512,2015,22025
Lexus,84312,2009,23353
Lexus,53145,2013,16572
Lexus,17245,2007,37474
Lexus,136381,2005,41244
Audi,23700,2019,36652
Lexus,51881,2007,39743
Lexus,125495,2020,29183
Audi,42604,2017,35823
Audi,129411,2012,45451
Lexus,83261,2022,46862
Audi,120925,2020,33251
Audi,47034,2020,37024
Lexus,44530,2019,25682
Audi,101803,2021,45430
Lexus,23919,2019,24340
Lexus,40514,2005,42051
Audi,48744,2014,13383
Lexus,46874,2011,18532
Audi,58127,2009,35090
Lexus,64648,2021,32036
Lexus,143120,2012,30620
Audi,82967,2005,28365
Audi,133272,2015,41968
Lexus,129754,2007,26703
Lexus,105778,2012,42517
Lexus,35399,2014,14871
Audi,124901,2016,20707
Audi,63419,2005,44505
Lexus,86791,2007,38826
Audi,41127,2020,48117
Audi,61607,2019,25246
Audi,79193,2007,42643
Audi,86774,2023,20239
Audi,102101,2019,15996
Lexus,49139,2018,39899
Audi,120115,2007,43002
Lexus,44651,2010,31252
Audi,144236,2010,46519
Lexus,79635,2018,38265
Audi,103064,2005,14260
Audi,56987,2005,11470
Audi,41233,2006,21428
Lexus,138765,2015,41921
Lexus,137294,2010,34556
Lexus,61791,2013,36727
Audi,33072,2011,38459
Lexus,135349,2022,17221
Lexus,100105,2008,46080
Audi,139819,2012,35246
Audi,9568,2008,26561
Lexus,97843,2009,13892
Audi,61065,2022,42590
Audi,24366,2006,16564
Audi,73975,2007,48666
Lexus,33827,2006,42213
Lexus,5226,2011,21816
Audi,146746,2005,33662
Lexus,16205,2008,26621
Lexus,49748,2017,41661
Lexus,73683,2018,38776
Lexus,41581,2019,44993
Lexus,35803,2021,44173
Audi,112893,2020,24135
Audi,91861,2016,24490
Audi,50856,2016,39491
Lexus,96129,2021,34577
Lexus,83268,2005,44344
Lexus,59946,2013,33252
Lexus,59431,2009,11859
Audi,70865,2009,40472
Lexus,121701,2017,15083
Audi,74998,2008,30490
Lexus,119638,2012,18155
Audi,112624,2009,25236
Lexus,113756,2011,36601
Audi,63034,2015,48645
Lexus,92894,2022,15993
Audi,43132,2023,47383
Audi,90295,2015,13996
Lexus,129917,2023,37816
Audi,53118,2016,24502
Lexus,135658,2011,31507
Audi,106684,2017,16716
Lexus,139810,2018,14861
Lexus,7038,2023,32432
Audi,56820,2019,47972
Audi,71592,2022,28932
Lexus,47952,2009,16766
Audi,123689,2023,15921
Lexus,14971,2006,17008
Audi,88907,2022,36870
Audi,105276,2014,47547
Lexus,90208,2017,18828
Audi,50223,2022,41503
Audi,114970,2010,31522
Audi,106110,2006,33332
Lexus,83261,2023,10879
Lexus,98618,2009,19644
Audi,108459,2013,27918
Audi,94111,2012,45113
Audi,56383,2008,17428
Audi,95493,2007,33341
Lexus,22996,2017,40985
Audi,128222,2013,47458
Lexus,74153,2020,36921
Lexus,69800,2008,39775
Audi,119356,2019,41871
Lexus,130355,2023,38514
Lexus,135722,2009,41454
Audi,12292,2019,18970
Audi,124541,2007,46356
Lexus,130806,2010,37559
Audi,94038,2023,39510
Audi,124800,2019,30353
Audi,75255,2015,39247
Lexus,37206,2018,47248
Lexus,89790,2018,13406
Audi,11028,2022,48781
Audi,120460,2021,45685
Audi,91547,2008,42695
Audi,87551,2018,34071
Lexus,148783,2019,41201
Audi,45459,2012,31600
Audi,37923,2020,20187
Lexus,29866,2016,35851
Lexus,147606,2007,13006
Audi,110036,2014,46109
Lexus,100069,2023,49733
Audi,99686,2017,42881
Audi,35080,2020,35387
Audi,149732,2007,47849
Audi,32038,2017,14765
Lexus,41482,2020,32177
Lexus,5619,2017,43717
Audi,108433,2007,15994
Audi,91702,2011,35893
Lexus,67626,2017,37240
Audi,79024,2013,45825
Lexus,84513,2017,12942
Audi,10575,2018,25438
Audi,114866,2011,38839
Lexus,14498,2011,30968
Lexus,11976,2008,21533
Lexus,51245,2019,10209
Audi,99613,2013,18930
Lexus,111353,2011,31891
Lexus,100748,2013,15388
Lexus,40274,2023,13755
Audi,82090,2013,37266
Audi,118230,2005,22426
Audi,53972,2020,41512
Lexus,70692,2015,14377
Audi,116571,2011,21415
Audi,31190,2006,22966
Audi,148784,2018,27486
Lexus,33711,2007,41748
Audi,34018,2006,13947
Audi,51204,2019,21455
Lexus,27013,2009,35083
Lexus,92599,2020,34307
Audi,132256,2015,34342
Lexus,103052,2005,35325
Lexus,143604,2017,18516
Lexus,26020,2009,38838
Lexus,43612,2016,26714
Audi,85335,2014,38030
Audi,37444,2006,28937
Lexus,59708,2007,11800
Lexus,24878,2014,18387
Audi,78884,2009,17350
Lexus,142186,2011,17003
Lexus,5178,2019,22066
Lexus,26140,2012,25568
Lexus,27954,2010,41035
Audi,89298,2010,13659
Audi,128144,2011,21363
Lexus,16203,2006,30183
Lexus,147061,2014,16878
Lexus,149615,2021,28660
Audi,130828,2007,34375
Audi,117866,2020,17622
Lexus,8195,2006,41648
Audi,140892,2011,38609
Lexus,12893,2011,37728
Lexus,140730,2008,44239
Audi,129342,2023,11452
Audi,125003,2007,34263
Lexus,23019,2020,34269
Audi,24672,2014,14313
Lexus,111945,2009,49289
Audi,53171,2019,13908
Audi,14192,2017,40776
Lexus,76070,2017,44767
Audi,148448,2007,11511
Audi,69383,2023,48923
Audi,65546,2012,39764
Lexus,35888,2016,13845
Audi,11886,2008,49048
Lexus,89659,2017,46862
Lexus,94015,2019,32570
Audi,34206,2008,43515
Audi,34769,2018,45239
Lexus,21113,2010,46465
Lexus,117750,2006,28455
Audi,31878,2019,17462
Audi,139669,2006,39954
Lexus,89718,2018,46688
Audi,64584,2009,35510
Lexus,143312,2017,11151
Audi,12741,2016,41155
Lexus,48896,2017,49933
Audi,147474,2014,15930
Lexus,116508,2010,23335
Lexus,43690,2008,32518
Lexus,38184,2023,48540
Lexus,107566,2010,35851
Audi,143250,2007,15168
Lexus,24008,2017,33716
Lexus,66731,2015,18711
Audi,112876,2005,23894
Lexus,104739,2022,14024
Audi,131608,2023,16370
Audi,102777,2016,23713
Audi,17794,2005,38508
Lexus,25396,2021,32526
Lexus,65781,2013,17710
Audi,27466,2006,27001
Audi,95159,2021,14110
Audi,14115,2023,42739
Audi,63270,2019,13759
Lexus,122201,2023,48150
Audi,57303,2006,11551
Lexus,144792,2022,28268
Lexus,49617,2011,48142
Lexus,141625,2022,19557
Lexus,54830,2019,30216
Lexus,97810,2007,26259
Audi,104754,2022,28226
Lexus,101625,2016,23173
Audi,125141,2012,36445
Audi,71005,2010,28953
Audi,136604,2012,38530
Audi,146771,2013,31049
Lexus,98123,2013,28267
Audi,6441,2011,34084
Audi,112661,2007,37738
Audi,70983,2014,16339
Audi,70521,2012,39413
Audi,35033,2017,46101
Audi,7396,2015,26388
Audi,27501,2007,31147
Lexus,22082,2007,31052
Audi,126934,2019,15353
Audi,21321,2017,36298
Audi,102534,2022,23914
Lexus,43128,2020,21483
Lexus,106332,2005,42430
Lexus,141558,2018,15862
Audi,34785,2023,33302
Audi,82086,2021,22311
Audi,145366,2005,20533
Audi,96186,2012,28042
Audi,67124,2020,23906
Audi,42099,2016,23114
Audi,47757,2016,31445
Lexus,37454,2019,20379
Audi,109844,2005,43266
Audi,33800,2018,41771
Audi,20504,2007,34827
Audi,110794,2020,43280
Lexus,43773,2011,15201
Audi,72201,2008,15656
Lexus,96016,2023,47304
Lexus,54857,2018,24282
Audi,118271,2007,28621
Lexus,97085,2006,32552
Audi,134934,2007,26545
Lexus,42019,2020,40271
Lexus,121490,2022,14923
Audi,71108,2008,10007
Audi,44450,2022,48088
Audi,147325,2013,44566
Audi,34329,2007,15172
Lexus,96058,2010,27124
Lexus,22464,2012,37611
Lexus,82053,2007,32035
Lexus,148976,2012,39873
Lexus,12638,2018,41621
Lexus,137354,2023,28169
Audi,16447,2019,23758
Audi,139938,2012,22099
Audi,23902,2006,45234
Lexus,51704,2009,34231
Lexus,26095,2017,16623
Audi,145525,2011,46143
Lexus,106455,2005,21948
Lexus,34099,2017,46968
Audi,47559,2019,13856
Audi,103167,2013,23716
Lexus,12916,2017,49467
Audi,36010,2008,22045
Audi,93823,2011,11384
Audi,27531,2022,39400
Audi,30647,2006,11756
Lexus,93716,2011,13045
Lexus,115680,2022,21612
Audi,12704,2014,42148
Audi,135854,2011,36691
Audi,40136,2013,45174
Lexus,75406,2021,22000
Audi,147796,2018,17195
Audi,129219,2007,38356
Audi,132620,2007,33850
Lexus,99674,2019,16647
Lexus,57360,2020,38144
Lexus,32888,2016,14958
Lexus,44154,2019,23393
Audi,63879,2016,29351
Audi,64431,2007,49942
Audi,59104,2016,49909
Audi,105301,2022,37114
Audi,105969,2015,33747
Lexus,96866,2011,40440
Audi,138228,2018,13633
Audi,129610,2009,25639
Lexus,53501,2012,44094
Audi,131215,2005,21911
Audi,112708,2020,10820
Audi,51786,2018,17663
Audi,68721,2009,10095
Audi,45295,2007,22900
Audi,91573,2016,46396
Audi,38665,2023,25239
Audi,68454,2017,19885
Audi,119827,2023,37551
Lexus,120305,2008,45386
Lexus,33399,2009,21327
Lexus,111338,2020,18357
Audi,117897,2009,21753
Audi,60061,2007,44655
Lexus,99421,2017,23745
Audi,62769,2016,14366
Audi,59097,2013,21441
Lexus,118862,2021,43528
Lexus,139983,2023,31280
Lexus,33830,2020,35626
Lexus,108695,2010,29898
Audi,104755,2019,21474
Audi,32257,2009,10917
Audi,63044,2009,38754
Lexus,137368,2009,20648
Lexus,91198,2009,33775
Lexus,108714,2006,41962
Lexus,120212,2009,30618
Lexus,35399,2023,27315
